"Country","Year","Sector","Site","Station","Reef.zone","Period","level1_code","cover"
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","INV",0
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","RUB",6.6
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","SC",0.4
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","SGR",2.9
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","SND",0.6
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","ACOR",4.7
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","AHAL",0
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","AMAC",44.5
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","ATRF",10.6
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","BS",0
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","DC",0
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","HC",21.6
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","INV",0.3
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","RDC",0
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","RUB",5.1
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","SC",8.5
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","SGR",0
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","SND",4.7
"Kenya",2012,NA,"Kisite","Mkwiro",NA,"Pre","SPG",0
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","ACOR",1.5
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","AHAL",35.8
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","AMAC",8.9
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","ATRF",4.6
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","DC",0
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","HC",21.9
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","RUB",22.8
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","SC",0.1
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","SGR",0
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","SND",4.4
"Kenya",2012,NA,"Malindi","Mayunguni",NA,"Pre","SPG",0
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","ACOR",4.4
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","AHAL",21.1
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","AMAC",3
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","ATRF",9.6
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","DC",0
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","HC",49.3
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","RUB",11.2
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","SC",0.2
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","SGR",0.9
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","SND",0.3
"Kenya",2012,NA,"Malindi","New_Coral_Garden",NA,"Pre","SPG",0
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","ACOR",2.5
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","AHAL",8.2
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","AMAC",3.4
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","ATRF",51.9
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","DC",0
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","HC",22
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","RUB",8.4
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","SC",2.3
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","SGR",0.5
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","SND",0.8
"Kenya",2012,NA,"Malindi","North_Reef",NA,"Pre","SPG",0
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ACOR",0.6
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AHAL",18
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AMAC",14
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ATRF",23.9
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","DC",0
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","HC",28.2
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","RUB",8.5
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SC",0.4
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SGR",0
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SND",6.4
"Kenya",2012,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SPG",0
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","ACOR",1.6
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","AHAL",0.8
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","AMAC",20.1
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","ATRF",27.3
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","DC",0
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","HC",39.1
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","RUB",7.4
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","SC",0.1
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","SGR",2.1
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","SND",1.5
"Kenya",2012,NA,"Mombasa","Coral_Garden",NA,"Pre","SPG",0
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","ACOR",0.3
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","AHAL",0
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","AMAC",8.8
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","ATRF",38.4
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","DC",0
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","HC",14.6
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","RUB",26.8
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","SC",0.9
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","SGR",9.6
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","SND",0.3
"Kenya",2012,NA,"Mombasa","Nyali",NA,"Pre","SPG",0.2
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ACOR",0.8
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AHAL",5
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AMAC",11.8
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ATRF",34.6
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","DC",0
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","HC",14.8
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","RUB",16
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SC",3.3
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SGR",11.7
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SND",0.6
"Kenya",2012,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SPG",1.2
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","ACOR",0.8
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","AHAL",5.9
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","AMAC",30.2
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","ATRF",22.7
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","DC",0
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","HC",24.9
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","RUB",10.9
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","SC",0.3
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","SGR",1.4
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","SND",2.4
"Kenya",2012,NA,"Mombasa","Starfish",NA,"Pre","SPG",0.4
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","ACOR",0.05
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","AHAL",0
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","AMAC",1.4
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","ATRF",23.9
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","BS",0
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","DC",0
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","HC",30.75
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","INV",0
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","RDC",0
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","RUB",15.9
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","SC",6.55
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","SGR",17.95
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","SND",12.9
"Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Pre","SPG",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","ACOR",4.4
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","AHAL",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","AMAC",35.6
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","ATRF",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","BS",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","DC",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","HC",7.3
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","INV",17.3
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","RDC",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","RUB",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","SC",35.4
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","SGR",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","SND",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Lower",NA,"Pre","SPG",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","AHAL",0.4
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","AMAC",3
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","ATRF",14.1
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","BS",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","DC",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","HC",30.5
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","INV",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","RDC",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","RUB",50.6
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SC",0.8
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SGR",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SND",0
"Kenya",2012,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SPG",0
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ACOR",0.4
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","AHAL",0
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","AMAC",7.2
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ATRF",22.95
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","BS",0
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","DC",0
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","HC",39.1
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","INV",0
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","RDC",0
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","RUB",1.45
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SC",1.85
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SGR",6.65
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SND",19.7
"Kenya",2012,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SPG",3.45
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","ACOR",6
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","AHAL",10.1
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","AMAC",13
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","ATRF",5.1
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","BS",16.1
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","HC",34.5
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","INV",0
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","RUB",14
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","SC",0
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","SGR",0
"Kenya",2013,"","Watamu","Coral_Garden",NA,"Pre","SND",0
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","ACOR",5.6
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","AHAL",30.4
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","AMAC",12.8
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","ATRF",3.6
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","BS",16.9
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","HC",22.8
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","INV",0.3
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","RUB",3.5
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","SC",0
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","SGR",0
"Kenya",2013,"","Watamu","Richard_Bernets",NA,"Pre","SND",0
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","ACOR",16.6
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","AHAL",6.9
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","AMAC",12.9
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","ATRF",19.6
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","BS",2.4
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","HC",22.8
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","RUB",11
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","SC",0.3
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","SGR",0
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","SND",0.3
"Kenya",2013,NA,"Malindi","Mayunguni",NA,"Pre","SPG",2.3
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","ACOR",3.3
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","AHAL",7.8
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","AMAC",13.4
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","ATRF",13.3
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","BS",2.5
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","HC",41.9
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","RUB",8
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","SC",0
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","SGR",0
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","SND",0
"Kenya",2013,NA,"Malindi","New_Coral_Garden",NA,"Pre","SPG",0.3
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","ACOR",10.8
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","AHAL",10.5
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","AMAC",6.1
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","ATRF",21.5
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","BS",10.9
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","HC",24.6
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","RUB",5.5
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","SC",0.1
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","SGR",0
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","SND",0.1
"Kenya",2013,NA,"Malindi","North_Reef",NA,"Pre","SPG",0.9
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ACOR",25
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AHAL",1.4
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AMAC",10.4
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ATRF",13.9
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","BS",1.5
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","HC",41.5
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","RUB",2.5
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SC",0
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SGR",0
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SND",0
"Kenya",2013,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SPG",3.4
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","ACOR",2.5
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","AHAL",0
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","AMAC",33.9
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","ATRF",3.9
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","BS",1
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","HC",32
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","RUB",1.5
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","SC",1.6
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","SGR",3.6
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","SND",1.6
"Kenya",2013,NA,"Mombasa","Coral_Garden",NA,"Pre","SPG",2.6
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","ACOR",8.3
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","AHAL",2.1
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","AMAC",2.9
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","ATRF",22.4
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","BS",7.9
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","HC",28.6
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","RUB",21.4
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","SC",1.6
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","SGR",2.5
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","SND",1.6
"Kenya",2013,NA,"Mombasa","Nyali",NA,"Pre","SPG",1.1
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ACOR",15.5
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AHAL",5.7
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AMAC",11.1
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ATRF",6.5
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","BS",2.7
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","HC",29.2
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","RUB",9.4
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SC",4.1
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SGR",1.3
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SND",4.1
"Kenya",2013,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SPG",3
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","ACOR",18.3
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","AHAL",0.8
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","AMAC",27.1
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","ATRF",1.4
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","BS",1
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","HC",25.6
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","RUB",13.9
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","SC",0.4
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","SGR",0.8
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","SND",0.4
"Kenya",2013,NA,"Mombasa","Starfish",NA,"Pre","SPG",2
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ACOR",0
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","AMAC",8.6
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ATRF",26.1
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","HC",37.1
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","RUB",0.4
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SC",1.4
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SGR",7
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SND",17.7
"Kenya",2013,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SPG",1.7
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","ACOR",1.33
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","AMAC",9.9
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","ATRF",40.48
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","DC",5.3
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","HC",28.2
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","INV",0.4
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","RUB",4.3
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","SC",7.29
"Kenya",2014,"","Kilifi","Kuruwitu",NA,"Pre","SND",2.8
"Kenya",2014,"","Lamu","Tausi",NA,"Pre","ATRF",4.977168061
"Kenya",2014,"","Lamu","Tausi",NA,"Pre","DC",2.335164835
"Kenya",2014,"","Lamu","Tausi",NA,"Pre","HC",49.14541403
"Kenya",2014,"","Lamu","Tausi",NA,"Pre","RUB",28.74695594
"Kenya",2014,"","Lamu","Tausi",NA,"Pre","SGR",5.469265072
"Kenya",2014,"","Lamu","Tausi",NA,"Pre","SND",9.32603206
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","ACOR",13.00783076
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","AHAL",3.237399141
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","AMAC",9.951749932
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","ATRF",12.37472466
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","HC",5.42426057
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","RUB",45.75048782
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","SGR",8.504242083
"Kenya",2014,"","Malindi","Kivulini",NA,"Pre","SND",1.74930504
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","ACOR",5.4
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","AMAC",17.3
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","ATRF",58.5
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","HC",10.4
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","INV",0
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","SC",0
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","SGR",0
"Kenya",2014,"","Watamu","Coral_Garden_2",NA,"Pre","SND",8.3
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","ACOR",6
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","AMAC",40.6
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","ATRF",32.5
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","HC",13.5
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","INV",0.2
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","SC",1
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","SGR",0.6
"Kenya",2014,"","Watamu","Richard_Bernets_2",NA,"Pre","SND",5.4
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","ACOR",0.2
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","AMAC",0.4
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","ATRF",20.6
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","HC",17.1
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","INV",0.2
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","SC",34.8
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","SGR",0
"Kenya",2014,NA,"Kisite","Mkwiro",NA,"Pre","SND",26.5
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","ACOR",10.6
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","AHAL",0
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","AMAC",29.1
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","ATRF",41.5
"Kenya",2014,NA,"Lamu","Iweni",NA,"Pre","HC",18.2
