"Country","Year","Sector","Site","Station","Reef.zone","Period","level1_code","cover"
"Kenya",2009,NA,"Malindi","North_Reef",NA,"Pre","SND",3.7
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ACOR",13.6
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AHAL",11.2
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AMAC",7.3
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ATRF",24.7
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","HC",16.4
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","RUB",16
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SC",1.3
"Kenya",2009,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SND",4.7
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","ACOR",10.9
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","AHAL",2.2
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","AMAC",20
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","ATRF",16.8
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","HC",25.7
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","RUB",7.1
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","SC",1.5
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","SGR",3.4
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","SND",8.2
"Kenya",2009,NA,"Mombasa","Coral_Garden",NA,"Pre","SPG",0.3
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","ACOR",6
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","AHAL",2
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","AMAC",11.4
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","ATRF",25.5
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","HC",25.7
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","RUB",12.6
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","SC",1.4
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","SGR",6.3
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","SND",5
"Kenya",2009,NA,"Mombasa","Nyali",NA,"Pre","SPG",0.6
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ACOR",7.2
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AHAL",4.5
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AMAC",5.9
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ATRF",32.2
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","HC",25.5
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","RUB",9
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SC",3.4
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SGR",4.1
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SND",2.9
"Kenya",2009,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SPG",1.9
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","ACOR",5.5
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","AHAL",10.1
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","AMAC",21.1
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","ATRF",19.7
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","HC",17.9
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","RUB",13.3
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","SC",1.3
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","SGR",2.9
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","SND",4
"Kenya",2009,NA,"Mombasa","Starfish",NA,"Pre","SPG",1.4
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","ACOR",6.1
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","AHAL",12.6
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","AMAC",20
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","ATRF",27
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","HC",25.7
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","RUB",3.3
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","SC",0.9
"Kenya",2010,"","Watamu","Coral_Garden",NA,"Pre","SND",1.2
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","ACOR",7.7
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","AHAL",26.5
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","AMAC",10.5
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","ATRF",17.6
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","HC",26.4
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","RUB",3.9
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","SGR",0.5
"Kenya",2010,"","Watamu","Richard_Bernets",NA,"Pre","SND",3.7
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","ACOR",4.7
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","AHAL",3.3
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","AMAC",11.2
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","ATRF",18.4
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","HC",35.4
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","RUB",14.2
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","SC",4.8
"Kenya",2010,NA,"Kisite","Light_house",NA,"Pre","SND",4.9
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","ACOR",9.55
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","AHAL",1.7
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","AMAC",34.5
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","ATRF",11.7
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","HC",16.95
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","RUB",10.6
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","SC",2.5
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","SGR",1
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","SND",9.05
"Kenya",2010,NA,"Kisite","Mkwiro",NA,"Pre","SPG",0.95
"Kenya",2010,NA,"Malindi","Mayunguni",NA,"Pre","ACOR",10.9
"Kenya",2010,NA,"Malindi","Mayunguni",NA,"Pre","AHAL",21.4
"Kenya",2010,NA,"Malindi","Mayunguni",NA,"Pre","AMAC",9.5
"Kenya",2010,NA,"Malindi","Mayunguni",NA,"Pre","ATRF",19.4
"Kenya",2010,NA,"Malindi","Mayunguni",NA,"Pre","HC",22.8
"Kenya",2010,NA,"Malindi","Mayunguni",NA,"Pre","RUB",9.7
"Kenya",2010,NA,"Malindi","Mayunguni",NA,"Pre","SND",3.9
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","ACOR",1.6
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","AHAL",22.4
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","AMAC",2.2
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","ATRF",23.1
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","HC",36.4
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","RUB",9.6
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","SC",0.6
"Kenya",2010,NA,"Malindi","New_Coral_Garden",NA,"Pre","SND",1.2
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","ACOR",5.1
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","AHAL",19
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","AMAC",1.8
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","ATRF",33.8
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","HC",25.9
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","RUB",6.9
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","SC",2.9
"Kenya",2010,NA,"Malindi","North_Reef",NA,"Pre","SND",1.5
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ACOR",4.2
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AHAL",11.3
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AMAC",4.5
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ATRF",29.3
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","HC",30.8
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","RUB",7.5
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SC",6
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SGR",1.6
"Kenya",2010,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SND",1.9
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","ACOR",7.9
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","AHAL",1.2
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","AMAC",15.9
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","ATRF",26
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","HC",27.7
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","RUB",7.5
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","SGR",0.7
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","SND",8.3
"Kenya",2010,NA,"Mombasa","Coral_Garden",NA,"Pre","SPG",2
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","ACOR",4.4
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","AMAC",11.9
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","ATRF",19.7
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","HC",35.1
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","RUB",21.2
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","SC",1.1
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","SGR",1.5
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","SND",1.6
"Kenya",2010,NA,"Mombasa","Nyali",NA,"Pre","SPG",0.5
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ACOR",5.8
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AHAL",13.7
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AMAC",21.2
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ATRF",18.1
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","HC",17.4
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","RUB",11.5
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SC",5.4
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SGR",1.7
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SND",1.5
"Kenya",2010,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SPG",0.8
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","ACOR",2.8
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","AHAL",9.5
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","AMAC",17.9
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","ATRF",20
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","HC",23.8
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","RUB",14.1
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","SC",1.5
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","SGR",1.2
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","SND",5.4
"Kenya",2010,NA,"Mombasa","Starfish",NA,"Pre","SPG",0.4
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","ACOR",3
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","AHAL",1.8
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","AMAC",8.7
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","ATRF",11.7
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","HC",44.1
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","RUB",20.5
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SC",0
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SGR",0
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SND",10.2
"Kenya",2010,NA,"Shimoni","Mpunguti-Upper",NA,"Pre","SPG",0
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ACOR",1
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","AHAL",0.2
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","AMAC",5.2
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ATRF",11.9
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","HC",40
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","RUB",0
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SC",3.9
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SGR",0.7
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SND",35.8
"Kenya",2010,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SPG",1.2
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","ACOR",1.8
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","AHAL",13.2
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","AMAC",13
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","ATRF",37.8
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","DC",0
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","HC",20.2
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","INV",0
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","RUB",8
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","SC",0
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","SGR",1
"Kenya",2011,"","Watamu","Coral_Garden",NA,"Pre","SND",5
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","ACOR",3.2
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","AHAL",12.4
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","AMAC",13.7
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","ATRF",36.2
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","DC",0
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","HC",25.6
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","INV",0
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","RUB",6.6
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","SC",1.5
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","SGR",0
"Kenya",2011,"","Watamu","Richard_Bernets",NA,"Pre","SND",0
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","ACOR",2.1
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","AHAL",0.6
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","AMAC",14.8
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","ATRF",16.5
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","DC",0
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","HC",39
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","RUB",21.3
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","SC",5
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","SGR",0
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","SND",0.7
"Kenya",2011,NA,"Kisite","Light_house",NA,"Pre","SPG",0
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","ACOR",4.8
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","AHAL",1
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","AMAC",35.9
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","ATRF",17.7
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","DC",0
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","HC",23.2
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","RUB",14.8
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","SC",0.6
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","SGR",0
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","SND",1.3
"Kenya",2011,NA,"Kisite","Mkwiro",NA,"Pre","SPG",0.7
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","ACOR",4
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","AHAL",25.3
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","AMAC",9.9
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","ATRF",22.2
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","DC",0
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","HC",22.5
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","RUB",4.3
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","SC",0.8
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","SGR",6.1
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","SND",4.9
"Kenya",2011,NA,"Malindi","Mayunguni",NA,"Pre","SPG",0
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","ACOR",1.6
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","AHAL",18.3
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","AMAC",2.3
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","ATRF",9.8
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","DC",0
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","HC",42.4
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","RUB",20.3
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","SC",0.4
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","SGR",0.7
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","SND",4.2
"Kenya",2011,NA,"Malindi","New_Coral_Garden",NA,"Pre","SPG",0
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","ACOR",2.6
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","AHAL",35.2
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","AMAC",0
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","ATRF",18.1
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","DC",0
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","HC",31.1
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","RUB",6
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","SC",2.4
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","SGR",0
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","SND",4.6
"Kenya",2011,NA,"Malindi","North_Reef",NA,"Pre","SPG",0
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ACOR",5.1
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AHAL",10.8
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","AMAC",7.3
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","ATRF",26.3
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","DC",0
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","HC",19
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","RUB",30.8
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SC",0.8
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SGR",0
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SND",0
"Kenya",2011,NA,"Malindi","Old_Coral_Garden",NA,"Pre","SPG",0
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","ACOR",1.2
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","AHAL",0.7
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","AMAC",16.1
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","ATRF",21.6
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","DC",0
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","HC",37.5
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","RUB",13.2
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","SC",2.4
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","SGR",2.3
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","SND",4.6
"Kenya",2011,NA,"Mombasa","Coral_Garden",NA,"Pre","SPG",0.4
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","ACOR",8.5
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","AHAL",0.3
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","AMAC",7
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","ATRF",31.6
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","DC",0
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","HC",24.2
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","RUB",19.2
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","SC",0.2
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","SGR",5.5
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","SND",3.2
"Kenya",2011,NA,"Mombasa","Nyali",NA,"Pre","SPG",0.3
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ACOR",4.2
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AHAL",11.8
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","AMAC",15.4
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","ATRF",27.5
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","DC",0
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","HC",14.9
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","RUB",10
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SC",2.8
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SGR",9.7
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SND",2.7
"Kenya",2011,NA,"Mombasa","Ras_Iwatine",NA,"Pre","SPG",0.6
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","ACOR",1.8
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","AHAL",8.5
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","AMAC",25.3
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","ATRF",16.4
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","DC",0
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","HC",23
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","RUB",14.5
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","SC",2.3
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","SGR",0.9
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","SND",6.5
"Kenya",2011,NA,"Mombasa","Starfish",NA,"Pre","SPG",0.9
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ACOR",2.5
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","AMAC",7.1
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","ATRF",9.5
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","DC",0
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","HC",33
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","INV",0
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","RDC",3.2
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","RUB",4.8
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SC",1.7
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SGR",2.7
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SND",30.2
"Kenya",2011,NA,"Shimoni","Wasini_Tengefu",NA,"Pre","SPG",5.2
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","ACOR",1.6
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","AHAL",22.7
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","AMAC",19.4
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","ATRF",31.2
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","DC",0
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","HC",18.5
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","INV",0
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","RUB",4.8
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","SC",0.4
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","SGR",0
"Kenya",2012,"","Watamu","Coral_Garden",NA,"Pre","SND",1.3
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","ACOR",1.6
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","AHAL",26.5
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","AMAC",12.8
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","ATRF",22.7
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","DC",0
"Kenya",2012,"","Watamu","Richard_Bernets",NA,"Pre","HC",26
