"","Country","Year","Sector","Site","Station","Reef.zone","benthic_name2","benthic_code","mean_cover","sd","Organization","Period","Source","Latitude","Longitude"
"677","Tanzania",2005,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Soft coral","SC",0.04,0.04,"CHICOP","Pre","New",-6.27682,39.1733
"678","Tanzania",2005,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Silt","SIL",6.85,2.12,"CHICOP","Pre","New",-6.27682,39.1733
"679","Tanzania",2005,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Sponge","Spog",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"680","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Acropora","acr",33.28,0.45,"CHICOP","Pre","New",-6.27682,39.1733
"681","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Astreopora","ast",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"682","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Coscinaraea","cos",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"683","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Cyphastrea","cyp",0.56,0.08,"CHICOP","Pre","New",-6.27682,39.1733
"684","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Echinophyllia","eph",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"685","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Echinopora","epo",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"686","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Favia","fav",0.17,0.17,"CHICOP","Pre","New",-6.27682,39.1733
"687","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Favites","fts",0.04,0.04,"CHICOP","Pre","New",-6.27682,39.1733
"688","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Fungia","fun",0.91,0.76,"CHICOP","Pre","New",-6.27682,39.1733
"689","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Galaxea","gal",1.26,0.24,"CHICOP","Pre","New",-6.27682,39.1733
"690","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Gardineroseris","gar",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"691","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Goniastrea","gon",0.22,0.22,"CHICOP","Pre","New",-6.27682,39.1733
"692","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Goniopora","gop",0.03,0.03,"CHICOP","Pre","New",-6.27682,39.1733
"693","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Halomitra","hal",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"694","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Herpolitha","her",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"695","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Hydnopohora","hyd",0.24,0.24,"CHICOP","Pre","New",-6.27682,39.1733
"696","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Leptoria","leo",0.11,0.11,"CHICOP","Pre","New",-6.27682,39.1733
"697","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Lobophyllia","lob",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"698","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Merulina","mer",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"699","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Millepora","mil",1.77,0.46,"CHICOP","Pre","New",-6.27682,39.1733
"700","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Montastrea","mon",0.08,0.08,"CHICOP","Pre","New",-6.27682,39.1733
"701","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Montipora","mtp",2.42,2.35,"CHICOP","Pre","New",-6.27682,39.1733
"702","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Pachyseris","pac",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"703","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Pavona","pav",0.14,0.14,"CHICOP","Pre","New",-6.27682,39.1733
"704","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Platygyra","pla",0.04,0.04,"CHICOP","Pre","New",-6.27682,39.1733
"705","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Plesiastrea","pls",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"706","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Pocillopora","poc",0.21,0.21,"CHICOP","Pre","New",-6.27682,39.1733
"707","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Porites","por",5.22,0.8,"CHICOP","Pre","New",-6.27682,39.1733
"708","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Porites branching","porB",8.54,5.24,"CHICOP","Pre","New",-6.27682,39.1733
"709","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Porites massive","porM",8.38,3.72,"CHICOP","Pre","New",-6.27682,39.1733
"710","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Seriatopora","ser",0.15,0.01,"CHICOP","Pre","New",-6.27682,39.1733
"711","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Stylophora","sty",0.06,0.06,"CHICOP","Pre","New",-6.27682,39.1733
"712","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Symphillia","sym",0.12,0.12,"CHICOP","Pre","New",-6.27682,39.1733
"713","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Turbinaria","tur",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"714","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Algae-turf","ATRF",12.79,3.27,"CHICOP","Pre","New",-6.27682,39.1733
"715","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Algae-Halimeda","AHAL",0.55,0.48,"CHICOP","Pre","New",-6.27682,39.1733
"716","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Algae-macro/fleshy","AMAC",6.61,6.06,"CHICOP","Pre","New",-6.27682,39.1733
"717","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Algae-coralline","ACOR",7.26,0.27,"CHICOP","Pre","New",-6.27682,39.1733
"718","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Seagrass","SGR",0,0,"CHICOP","Pre","New",-6.27682,39.1733
"719","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Soft coral","SC",0.8,0.48,"CHICOP","Pre","New",-6.27682,39.1733
"720","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Silt","SIL",8.92,2.39,"CHICOP","Pre","New",-6.27682,39.1733
"721","Tanzania",1996,"Zanzibar","Zanzibar","Chumbe_MPA",NA,"Sponge","Spog",0.33,0.09,"CHICOP","Pre","New",-6.27682,39.1733
"722","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-coralline","ACOR",3.7,NA,"","Pre","GCRMN",-4.3405,39.57071667
"723","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"724","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-macro/fleshy","AMAC",5.8,NA,"","Pre","GCRMN",-4.3405,39.57071667
"725","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-turf","ATRF",24.1,NA,"","Pre","GCRMN",-4.3405,39.57071667
"726","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Coral","HC",10.9,NA,"","Pre","GCRMN",-4.3405,39.57071667
"727","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Inverts-other","INV",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"728","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Rubble","RUB",37.7,NA,"","Pre","GCRMN",-4.3405,39.57071667
"729","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Soft coral","SC",7.7,NA,"","Pre","GCRMN",-4.3405,39.57071667
"730","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"731","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Sand","SND",9.9,NA,"","Pre","GCRMN",-4.3405,39.57071667
"732","Kenya",2006,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"733","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-coralline","ACOR",3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"734","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-Halimeda","AHAL",0.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"735","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-macro/fleshy","AMAC",3.2,NA,"","Pre","GCRMN",-4.3405,39.57071667
"736","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-turf","ATRF",53,NA,"","Pre","GCRMN",-4.3405,39.57071667
"737","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Coral","HC",8.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"738","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Inverts-other","INV",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"739","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Rubble","RUB",6.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"740","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Soft coral","SC",1.2,NA,"","Pre","GCRMN",-4.3405,39.57071667
"741","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Seagrass","SGR",7.5,NA,"","Pre","GCRMN",-4.3405,39.57071667
"742","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Sand","SND",17.2,NA,"","Pre","GCRMN",-4.3405,39.57071667
"743","Kenya",2005,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"744","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-coralline","ACOR",0.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"745","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"746","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-macro/fleshy","AMAC",6.5,NA,"","Pre","GCRMN",-4.3405,39.57071667
"747","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-turf","ATRF",72.6,NA,"","Pre","GCRMN",-4.3405,39.57071667
"748","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Coral","HC",7.5,NA,"","Pre","GCRMN",-4.3405,39.57071667
"749","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Inverts-other","INV",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"750","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Rubble","RUB",4.1,NA,"","Pre","GCRMN",-4.3405,39.57071667
"751","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Soft coral","SC",0.7,NA,"","Pre","GCRMN",-4.3405,39.57071667
"752","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"753","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Sand","SND",8.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"754","Kenya",2004,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"755","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-coralline","ACOR",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"756","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"757","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-macro/fleshy","AMAC",1.5,NA,"","Pre","GCRMN",-4.3405,39.57071667
"758","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-turf","ATRF",66.4,NA,"","Pre","GCRMN",-4.3405,39.57071667
"759","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Coral","HC",7.1,NA,"","Pre","GCRMN",-4.3405,39.57071667
"760","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Inverts-other","INV",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"761","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Rubble","RUB",0.5,NA,"","Pre","GCRMN",-4.3405,39.57071667
"762","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Soft coral","SC",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"763","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"764","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Sand","SND",24.6,NA,"","Pre","GCRMN",-4.3405,39.57071667
"765","Kenya",2003,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"766","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-coralline","ACOR",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"767","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-4.3405,39.57071667
"768","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-macro/fleshy","AMAC",8.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"769","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Algae-turf","ATRF",46.7,NA,"","Pre","GCRMN",-4.3405,39.57071667
"770","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Coral","HC",3.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"771","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Inverts-other","INV",7.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"772","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Rubble","RUB",5,NA,"","Pre","GCRMN",-4.3405,39.57071667
"773","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Soft coral","SC",26.7,NA,"","Pre","GCRMN",-4.3405,39.57071667
"774","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Seagrass","SGR",1.7,NA,"","Pre","GCRMN",-4.3405,39.57071667
"775","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Sand","SND",8.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"776","Kenya",2001,NA,"Diani-Chale","Chidzamba_cha_mekka",NA,"Spongy","SPG",18.3,NA,"","Pre","GCRMN",-4.3405,39.57071667
"777","Kenya",2016,NA,"Lamu","Iweni",NA,"Algae-coralline","ACOR",1,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"778","Kenya",2016,NA,"Lamu","Iweni",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"779","Kenya",2016,NA,"Lamu","Iweni",NA,"Algae-turf","ATRF",54.5,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"780","Kenya",2016,NA,"Lamu","Iweni",NA,"Bare substrate","BS",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"781","Kenya",2016,NA,"Lamu","Iweni",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"782","Kenya",2016,NA,"Lamu","Iweni",NA,"Coral","HC",29.7,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"783","Kenya",2016,NA,"Lamu","Iweni",NA,"Rubble","RUB",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"784","Kenya",2015,NA,"Lamu","Iweni",NA,"Algae-coralline","ACOR",3.1,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"785","Kenya",2015,NA,"Lamu","Iweni",NA,"Algae-Halimeda","AHAL",1,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"786","Kenya",2015,NA,"Lamu","Iweni",NA,"Algae-macro/fleshy","AMAC",7.8,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"787","Kenya",2015,NA,"Lamu","Iweni",NA,"Algae-turf","ATRF",31.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"788","Kenya",2015,NA,"Lamu","Iweni",NA,"Bare substrate","BS",12.6,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"789","Kenya",2015,NA,"Lamu","Iweni",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"790","Kenya",2015,NA,"Lamu","Iweni",NA,"Coral","HC",11,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"791","Kenya",2015,NA,"Lamu","Iweni",NA,"Recent Dead Coral","RDC",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"792","Kenya",2015,NA,"Lamu","Iweni",NA,"Rubble","RUB",16.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"793","Kenya",2014,NA,"Lamu","Iweni",NA,"Algae-coralline","ACOR",10.6,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"794","Kenya",2014,NA,"Lamu","Iweni",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"795","Kenya",2014,NA,"Lamu","Iweni",NA,"Algae-macro/fleshy","AMAC",29.1,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"796","Kenya",2014,NA,"Lamu","Iweni",NA,"Algae-turf","ATRF",41.5,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"797","Kenya",2014,NA,"Lamu","Iweni",NA,"Coral","HC",18.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"798","Kenya",2014,NA,"Lamu","Iweni",NA,"Rubble","RUB",0.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"799","Kenya",2014,NA,"Lamu","Iweni",NA,"Soft coral","SC",0.1,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"800","Kenya",2014,NA,"Lamu","Iweni",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"801","Kenya",2014,NA,"Lamu","Iweni",NA,"Sand","SND",0.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"802","Kenya",2006,NA,"Lamu","Iweni",NA,"Algae-coralline","ACOR",3.5,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"803","Kenya",2006,NA,"Lamu","Iweni",NA,"Algae-Halimeda","AHAL",0.1,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"804","Kenya",2006,NA,"Lamu","Iweni",NA,"Algae-macro/fleshy","AMAC",15.7,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"805","Kenya",2006,NA,"Lamu","Iweni",NA,"Algae-turf","ATRF",70.4,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"806","Kenya",2006,NA,"Lamu","Iweni",NA,"Bare substrate","BS",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"807","Kenya",2006,NA,"Lamu","Iweni",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"808","Kenya",2006,NA,"Lamu","Iweni",NA,"Coral","HC",7.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"809","Kenya",2006,NA,"Lamu","Iweni",NA,"Rubble","RUB",0.7,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"810","Kenya",2005,NA,"Lamu","Iweni",NA,"Algae-coralline","ACOR",10.1,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"811","Kenya",2005,NA,"Lamu","Iweni",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"812","Kenya",2005,NA,"Lamu","Iweni",NA,"Algae-macro/fleshy","AMAC",27.8,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"813","Kenya",2005,NA,"Lamu","Iweni",NA,"Algae-turf","ATRF",32.8,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"814","Kenya",2005,NA,"Lamu","Iweni",NA,"Bare substrate","BS",0.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"815","Kenya",2005,NA,"Lamu","Iweni",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"816","Kenya",2005,NA,"Lamu","Iweni",NA,"Coral","HC",19.7,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"817","Kenya",2005,NA,"Lamu","Iweni",NA,"Rubble","RUB",0.2,NA,"","Pre","GCRMN",-2.214722028,41.00655003
"818","Kenya",2008,NA,"Kilifi","Kanamai",NA,"Algae-coralline","ACOR",0,NA,"","Pre","GCRMN",-3.92337,39.78758333
"819","Kenya",2008,NA,"Kilifi","Kanamai",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-3.92337,39.78758333
"820","Kenya",2008,NA,"Kilifi","Kanamai",NA,"Algae-macro/fleshy","AMAC",1.6,NA,"","Pre","GCRMN",-3.92337,39.78758333
"821","Kenya",2008,NA,"Kilifi","Kanamai",NA,"Algae-turf","ATRF",11.1,NA,"","Pre","GCRMN",-3.92337,39.78758333
"822","Kenya",2008,NA,"Kilifi","Kanamai",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-3.92337,39.78758333
"823","Kenya",2008,NA,"Kilifi","Kanamai",NA,"Coral","HC",24.3,NA,"","Pre","GCRMN",-3.92337,39.78758333
"824","Kenya",2008,NA,"Kilifi","Kanamai",NA,"Rubble","RUB",26.3,NA,"","Pre","GCRMN",-3.92337,39.78758333
"825","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Algae-coralline","ACOR",0.1,NA,"","Pre","GCRMN",-4.641,39.338
"826","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Algae-macro/fleshy","AMAC",1.5,NA,"","Pre","GCRMN",-4.641,39.338
"827","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Algae-turf","ATRF",23.1,NA,"","Pre","GCRMN",-4.641,39.338
"828","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Coral","HC",28.4,NA,"","Pre","GCRMN",-4.641,39.338
"829","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Rubble","RUB",13.4,NA,"","Pre","GCRMN",-4.641,39.338
"830","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Soft coral","SC",4.1,NA,"","Pre","GCRMN",-4.641,39.338
"831","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Seagrass","SGR",22.6,NA,"","Pre","GCRMN",-4.641,39.338
"832","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Sand","SND",6.8,NA,"","Pre","GCRMN",-4.641,39.338
"833","Kenya",2014,NA,"Shimoni","Kibuyuni",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-4.641,39.338
"834","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Algae-coralline","ACOR",0.05,NA,"","Pre","GCRMN",-4.641,39.338
"835","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Algae-Halimeda","AHAL",0,NA,"","Pre","GCRMN",-4.641,39.338
"836","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Algae-macro/fleshy","AMAC",1.4,NA,"","Pre","GCRMN",-4.641,39.338
"837","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Algae-turf","ATRF",23.9,NA,"","Pre","GCRMN",-4.641,39.338
"838","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Bare substrate","BS",0,NA,"","Pre","GCRMN",-4.641,39.338
"839","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Dead Standing coral","DC",0,NA,"","Pre","GCRMN",-4.641,39.338
"840","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Coral","HC",30.75,NA,"","Pre","GCRMN",-4.641,39.338
"841","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Inverts-other","INV",0,NA,"","Pre","GCRMN",-4.641,39.338
"842","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Recent Dead Coral","RDC",0,NA,"","Pre","GCRMN",-4.641,39.338
"843","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Rubble","RUB",15.9,NA,"","Pre","GCRMN",-4.641,39.338
"844","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Soft coral","SC",6.55,NA,"","Pre","GCRMN",-4.641,39.338
"845","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Seagrass","SGR",17.95,NA,"","Pre","GCRMN",-4.641,39.338
"846","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Sand","SND",12.9,NA,"","Pre","GCRMN",-4.641,39.338
"847","Kenya",2012,NA,"Shimoni","Kibuyuni",NA,"Spongy","SPG",0,NA,"","Pre","GCRMN",-4.641,39.338
"848","Kenya",2014,NA,"Lamu","Majongooni",NA,"Algae-coralline","ACOR",3.9,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"849","Kenya",2014,NA,"Lamu","Majongooni",NA,"Algae-Halimeda","AHAL",1.9,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"850","Kenya",2014,NA,"Lamu","Majongooni",NA,"Algae-macro/fleshy","AMAC",39.8,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"851","Kenya",2014,NA,"Lamu","Majongooni",NA,"Algae-turf","ATRF",29.6,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"852","Kenya",2014,NA,"Lamu","Majongooni",NA,"Coral","HC",21.5,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"853","Kenya",2014,NA,"Lamu","Majongooni",NA,"Rubble","RUB",0,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"854","Kenya",2014,NA,"Lamu","Majongooni",NA,"Soft coral","SC",0.5,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"855","Kenya",2014,NA,"Lamu","Majongooni",NA,"Seagrass","SGR",0,NA,"","Pre","GCRMN",-2.218386009,41.02975197
"856","Kenya",2014,NA,"Lamu","Majongooni",NA,"Sand","SND",2.9,NA,"","Pre","GCRMN",-2.218386009,41.02975197
