Country,Year,Sector,Site,Station,Reef.zone,Period,benthic_name,benthic_code,Organization,Source,mean_cover,sd
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,4.355555556,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0.044444444,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0.088888889,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,14,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,3.511111111,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,10.84444444,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,1.422222222,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,6.711111111,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,1.066666667,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,1.688888889,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,1.6,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,1.511111111,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,3.688888889,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0.088888889,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0.088888889,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0.088888889,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0.577777778,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0.133333333,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0.222222222,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,2.755555556,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,0.355555556,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,0.8,NA
Madagascar,2013,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,44.35555556,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,6.266666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,3.333333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,19.86666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,7.066666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,14.26666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,3.6,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,5.733333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,0.533333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,1.6,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0.133333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,2.533333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,4.266666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,2.666666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0.133333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0.666666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0.533333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0.533333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,4,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,0.133333333,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,1.866666667,NA
Madagascar,2012,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,20.26666667,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,5.047619048,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0.571428571,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,11.80952381,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,4.761904762,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,19.23809524,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,2,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,6,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,1.047619048,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,2.19047619,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,4.095238095,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,2.476190476,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,4.952380952,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0.285714286,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0.285714286,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0.19047619,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,1.523809524,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,1.428571429,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,4.666666667,NA
Madagascar,2011,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,27.42857143,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,7,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,4.833333333,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,2.166666667,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,24.66666667,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,0.5,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,9.5,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,2.833333333,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,0.666666667,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0.166666667,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,1.833333333,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,12.5,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0.5,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0.333333333,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,0,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,5.166666667,NA
Madagascar,2010,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,27.33333333,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,6.666666667,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,2,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,2,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,24,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,1.666666667,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,10,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,2.666666667,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,1.333333333,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,11.33333333,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0.666666667,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0.666666667,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,0,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,5,NA
Madagascar,2009,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,32,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,1.833333333,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0.166666667,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,1.333333333,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,1.666666667,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,28,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,0.833333333,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,6,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,0.833333333,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,2.5,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,0.166666667,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,7.5,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0.166666667,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0.333333333,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,0,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,1,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,3.833333333,NA
Madagascar,2008,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,43.83333333,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,4.666666667,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,1,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,0.666666667,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,41,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,0.666666667,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,7.666666667,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,0.333333333,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,12.33333333,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0.333333333,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,0,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,0.666666667,NA
Madagascar,2007,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,30.66666667,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,3,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Alveopora,alv,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,branching,cb,BV,New,1,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,massive,cm,BV,New,1.666666667,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,submassive,cs,BV,New,25.33333333,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora digitate,acd,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,encrusting,ce,BV,New,6.333333333,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,foliaceous,cf,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Galaxea,gal,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Goniopora,gop,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,mushroom,mush,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Acropora tabulate,act,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,10,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0.333333333,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0.666666667,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0.666666667,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,0,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,1.333333333,NA
Madagascar,2006,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,49.66666667,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Bare substrate,BS,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-coralline,ACOR,BV,New,8.666666667,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae,ALG,BV,New,0.166666667,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Dead Standing coral,DC,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-macro/fleshy,AMAC,BV,New,15.5,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Anemone,Anem,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Corallimorph,Cmorph,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Millepora,cme,BV,New,0.166666667,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Gorgonian,Gorg,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sponge,Spog,BV,New,0.833333333,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Other,OT,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Zooanthid,Zooa,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Rubble,RUB,BV,New,0,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Sand,SND,BV,New,0.166666667,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Soft coral,SC,BV,New,2.833333333,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Algae-turf,ATRF,BV,New,37.66666667,NA
Madagascar,2005,South West,Andavadoaka,Ns_Coco_Beach,,Pre,Coral,HC,BV,New,34,NA
Madagascar,2017,South West,Andavadoaka,Recruitment_North,,Post,Bare substrate,BS,BV,New,3.5,NA
Madagascar,2017,South West,Andavadoaka,Recruitment_North,,Post,Algae-coralline,ACOR,BV,New,8.625,NA
Madagascar,2017,South West,Andavadoaka,Recruitment_North,,Post,Algae,ALG,BV,New,1,NA
Madagascar,2017,South West,Andavadoaka,Recruitment_North,,Post,Dead Standing coral,DC,BV,New,0.5,NA
Madagascar,2017,South West,Andavadoaka,Recruitment_North,,Post,Alveopora,alv,BV,New,0,NA
