"Country","Year","Sector","Site","Station","Reef.zone","benthic_name2","benthic_code","mean_cover","sd","Organization","Period","Source"
"Kenya",2009,NA,"Watamu","Turtle_reef",NA,"Rubble","RUB",11.8,NA,"","Pre","GCRMN"
"Kenya",2009,NA,"Watamu","Turtle_reef",NA,"Soft coral","SC",0.3,NA,"","Pre","GCRMN"
"Kenya",2009,NA,"Watamu","Turtle_reef",NA,"Seagrass","SGR",14,NA,"","Pre","GCRMN"
"Kenya",2009,NA,"Watamu","Turtle_reef",NA,"Sand","SND",6.5,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Algae-coralline","ACOR",11.6,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Algae-macro/fleshy","AMAC",14.8,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Algae-turf","ATRF",42.3,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Coral","HC",11.6,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Inverts-other","INV",0,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Soft coral","SC",0,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Seagrass","SGR",17.3,NA,"","Pre","GCRMN"
"Kenya",2014,NA,"Watamu","Uyombo",NA,"Sand","SND",2.3,NA,"","Pre","GCRMN"
"Kenya",2016,"","Mombasa","Coral_Garden","","Acropora","acr",0.62,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Algae-turf","ATRF",7.2,2.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Bare substrate","BS",5.12,4.6,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Algae-coralline","ACOR",1.5,1.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Cyphastrea","cyp",1.5,2.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Dead Standing coral","DC",1.75,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Echinopora","epo",0.75,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Favites","fts",0.62,0.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Galaxea","gal",0.5,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Algae-Halimeda","AHAL",1,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Coral","HC",3,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Algae-macro/fleshy","AMAC",10.62,6.2,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Pavona","pav",1.25,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Platygyra","pla",0.5,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Pocillopora","poc",0.25,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Porites branching","porB",2.75,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Porites massive","porM",22.62,8.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Rubble","RUB",12.62,13.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Sand","SND",12.88,9.9,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Soft coral","SC",0.25,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Seagrass","SGR",10.75,3.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Coral_Garden","","Spongy","SPG",1.92,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Astreopora","ast",0.15,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Algae-turf","ATRF",3.65,3.5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Bare substrate","BS",2.17,2,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Algae-coralline","ACOR",1.02,1.5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Cyphastrea","cyp",0.6,0.1,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Dead Standing coral","DC",3.17,0.7,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Galaxea","gal",0.33,0.1,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Algae-macro/fleshy","AMAC",22.75,20.5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Montipora","mtp",0.15,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Pavona","pav",0.47,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Porites branching","porB",0.62,0.5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Porites massive","porM",11.05,15.3,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Rubble","RUB",22.13,14.2,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Sand","SND",7.08,4.6,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Soft coral","SC",1.17,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Seagrass","SGR",23.17,27.6,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Starfish","","Spongy","SPG",0.33,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Alveopora","alv",0.25,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Algae-turf","ATRF",10.77,10.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Bare substrate","BS",16.58,15.9,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Algae-coralline","ACOR",12.4,9.9,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Coscinaraea","cos",0.17,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Cyphastrea","cyp",0.33,0,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Dead Standing coral","DC",2.27,3.9,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Echinopora","epo",0.08,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Favia","fav",1.13,0.7,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Favites","fts",0.38,0.2,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Favites","fts",0.33,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Galaxea","gal",2.25,3.5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Goniastrea","gon",0.12,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Coral","HC",2.2,7.6,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Algae-macro/fleshy","AMAC",2.82,1.7,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Montipora","mtp",1.68,4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Platygyra","pla",1.13,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Platygyra","pla",2.67,2.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Pocillopora","poc",0.13,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Porites branching","porB",14.18,6.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Porites massive","porM",3.45,3.5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Rubble","RUB",6.7,5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Sand","SND",6.58,9.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Soft coral","SC",1.7,1.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Seagrass","SGR",8.47,7.9,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Ras_Iwatine","","Spongy","SPG",1.22,1,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Algae-turf","ATRF",2.02,2.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Bare substrate","BS",28.57,8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Algae-coralline","ACOR",1.85,1.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Coscinaraea","cos",0.33,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Dead Standing coral","DC",2.78,3.7,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Favia","fav",0.33,0,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Favites","fts",1.52,2.5,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Favites","fts",0.33,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Galaxea","gal",0.73,0.7,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Goniopora","gop",0.5,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Coral","HC",0.17,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Algae-macro/fleshy","AMAC",2.22,2.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Montastrea","mon",0.25,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Montipora","mtp",0.08,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Pavona","pav",0.08,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Platygyra","pla",0.9,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Platygyra","pla",0.58,1.8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Pocillopora","poc",0.67,1.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Porites branching","porB",5.27,7.6,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Porites massive","porM",13.63,8,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Rubble","RUB",32.17,19.7,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Sand","SND",2.35,5.2,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Soft coral","SC",1.8,1.4,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Seagrass","SGR",0.67,NA,"KWS","Post","New"
"Kenya",2016,"","Mombasa","Nyali","","Spongy","SPG",0.2,0.1,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Acropora","acr",16.4,9,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Bare substrate","BS",3.6,9.6,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Algae-coralline","ACOR",0.74,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Dead Standing coral","DC",5.21,4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Echinopora","epo",5.41,3.2,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Fungia","fun",0.1,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Galaxea","gal",25.04,23.9,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Hydnopohora","hyd",0.8,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Montipora","mtp",0.89,0.5,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Pavona","pav",1.86,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Pocillopora","poc",0.14,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Porites branching","porB",26.59,16.4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Porites massive","porM",0.26,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Rubble","RUB",11.83,19.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Sand","SND",0.2,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Coral_Garden","","Soft coral","SC",0.93,1.1,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Acanthastrea","aca",0.4,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Acropora","acr",15.2,12.4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Algae-turf","ATRF",3.51,11.2,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Bare substrate","BS",20.97,14.7,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Algae-coralline","ACOR",1.86,1.5,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Dead Standing coral","DC",9.17,6.5,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Favia","fav",0.17,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Favites","fts",1.27,1.1,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Galaxea","gal",0.1,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Goniopora","gop",0.29,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Isopora","iso",16.49,15.8,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Algae-macro/fleshy","AMAC",3.27,4.7,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Montipora","mtp",12.81,17.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Pavona","pav",2.71,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Platygyra","pla",1,2.1,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Pocillopora","poc",1.16,2,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Porites branching","porB",4.46,5.4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Porites massive","porM",1.23,0,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Rubble","RUB",3,1.1,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Sand","SND",0.1,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Soft coral","SC",0.4,0.7,"KWS","Post","New"
"Kenya",2016,"","Kisite","Dive_Point","","Stylophora","sty",0.43,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Acanthastrea","aca",0.36,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Acropora","acr",7.1,7.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Astreopora","ast",0.6,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Algae-turf","ATRF",0.79,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Bare substrate","BS",14.89,7.2,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Algae-coralline","ACOR",0.43,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Dead Standing coral","DC",4.8,8.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Echinopora","epo",2.37,0.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Favites","fts",1.04,2.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Fungia","fun",0.64,0.5,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Galaxea","gal",15.74,15,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Goniastrea","gon",0.39,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Algae-Halimeda","AHAL",1.84,7,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Heliopora","hel",1.74,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Herpolitha","her",0.19,0.2,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Hydnopohora","hyd",0.14,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Leptoria","leo",0.21,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Algae-macro/fleshy","AMAC",17.96,16.4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Pavona","pav",0.21,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Platygyra","pla",1.26,2.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Pocillopora","poc",0.21,0.4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Porites branching","porB",3.23,4.8,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Porites massive","porM",1.46,4.4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Rubble","RUB",14.27,9.6,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Sand","SND",5.31,7.9,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Soft coral","SC",1.81,1.5,"KWS","Post","New"
"Kenya",2016,"","Kisite","Light_house","","Spongy","SPG",1,2.8,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Acropora","acr",0.5,0.4,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Alveopora","alv",0.07,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Algae-turf","ATRF",4.04,2.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Bare substrate","BS",4.39,5.6,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Algae-coralline","ACOR",1.14,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Dead Standing coral","DC",3.34,2.7,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Echinopora","epo",1.39,3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Fungia","fun",0.29,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Galaxea","gal",3.29,10.7,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Algae-Halimeda","AHAL",1.03,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Algae-macro/fleshy","AMAC",38.11,24.3,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Montipora","mtp",6.91,8,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Platygyra","pla",0.21,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Pocillopora","poc",2.07,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Porites branching","porB",10.76,14.6,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Porites massive","porM",1.84,1.8,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Rubble","RUB",8.53,8,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Sand","SND",9.37,15.6,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Soft coral","SC",0.66,0.8,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Seriatopora","ser",0.43,0.7,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Spongy","SPG",0.56,0.9,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Stylophora","sty",0.93,NA,"KWS","Post","New"
"Kenya",2016,"","Kisite","Mkwiro","","Tubipora","ctu",0.14,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Algae-turf","ATRF",15.45,10.6,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Bare substrate","BS",5.35,2.5,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Dead Standing coral","DC",2.35,5.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Favites","fts",1.95,2.6,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Algae-Halimeda","AHAL",29.93,13.2,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Algae-macro/fleshy","AMAC",14.22,8,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Montastrea","mon",1.08,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Pavona","pav",2.05,4.5,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Platygyra","pla",0.67,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Porites massive","porM",1.88,2.5,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Rubble","RUB",8.13,6.3,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Sand","SND",7.23,5.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Soft coral","SC",0.75,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Seagrass","SGR",6.7,7.9,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Spongy","SPG",0.2,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Kivulini","","Stylophora","sty",2.05,1.8,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Acanthastrea","aca",0.8,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Acropora","acr",0.86,0.2,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Algae-turf","ATRF",3.08,2.3,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Bare substrate","BS",21.76,13.3,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Algae-coralline","ACOR",8.82,5.8,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Dead Standing coral","DC",2.96,2.6,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Echinopora","epo",10.86,6.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Favia","fav",0.2,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Favites","fts",1.28,0.7,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Galaxea","gal",0.6,0,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Goniastrea","gon",0.54,0.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Goniopora","gop",0.3,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Algae-Halimeda","AHAL",9,3.1,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Leptoria","leo",0.8,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Algae-macro/fleshy","AMAC",1.1,2.5,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Montastrea","mon",0.68,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Montipora","mtp",0.24,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Pavona","pav",0.5,1.1,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Platygyra","pla",1.18,0.1,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Pocillopora","poc",0.64,0.7,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Porites branching","porB",2,5.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Porites massive","porM",2.66,4.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Rubble","RUB",14.96,7.7,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Sand","SND",8.52,4.6,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Soft coral","SC",4.76,2.3,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Stylophora","sty",0.5,0.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","Old_Coral_Garden","","Unknown","UNK",0.4,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Acropora","acr",0.36,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Astreopora","ast",0.2,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Algae-turf","ATRF",1.12,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Bare substrate","BS",12.92,6.3,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Algae-coralline","ACOR",1.9,0.9,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Coscinaraea","cos",0.24,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Dead Standing coral","DC",9.04,12,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Echinopora","epo",1.24,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Echinophyllia","eph",0.6,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Favites","fts",1.26,1,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Galaxea","gal",3.82,12.4,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Goniastrea","gon",3.16,2.7,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Algae-Halimeda","AHAL",9.6,10.6,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Hydnopohora","hyd",1.8,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Algae-macro/fleshy","AMAC",0.54,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Montastrea","mon",0.6,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Platygyra","pla",0.42,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Porites branching","porB",17.28,5.6,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Porites massive","porM",0.46,NA,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Porites massive","porM",8.66,9.1,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Rubble","RUB",19,9,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Sand","SND",5.52,2,"KWS","Post","New"
"Kenya",2016,"","Malindi","New_Coral_Garden","","Stylophora","sty",0.26,NA,"KWS","Post","New"
"Kenya",2016,"","Watamu","Coral_Garden","","Acropora","acr",11,NA,"KWS","Post","New"
"Kenya",2016,"","Watamu","Coral_Garden","","Bare substrate","BS",1,NA,"KWS","Post","New"
"Kenya",2016,"","Watamu","Coral_Garden","","Dead Standing coral","DC",2.5,NA,"KWS","Post","New"
"Kenya",2016,"","Watamu","Coral_Garden","","Favites","fts",3,NA,"KWS","Post","New"
"Kenya",2016,"","Watamu","Coral_Garden","","Algae-Halimeda","AHAL",41,NA,"KWS","Post","New"
