"Country","Year","Sector","Site","Station","Reef.zone","Period","site.id","FA","HC"
"Madagascar",2016,"Northern Madagascar","Nosy Komba","Turtle_Towers","Crest","Post","Madagascar_Nosy Komba_Turtle_Towers",4.15,51.34
"Madagascar",2016,"South West","Andavadoaka","Lost",NA,"Pre","Madagascar_Andavadoaka_Lost",56,30.000000001
"Madagascar",2016,"South West","Andavadoaka","Ns_Coco_Beach",NA,"Pre","Madagascar_Andavadoaka_Ns_Coco_Beach",24.15,70.33
"Madagascar",2016,"South West","Andavadoaka","Ns_Coco_Beach",NA,"Post","Madagascar_Andavadoaka_Ns_Coco_Beach",6,70.33
"Madagascar",2016,"South West","Andavadoaka","Recruitment_North",NA,"Pre","Madagascar_Andavadoaka_Recruitment_North",55.25,20.25
"Madagascar",2017,"","Nosy Be","Nosy_Vorona","Fore reef","Post","Madagascar_Nosy Be_Nosy_Vorona",10.19,14.28
"Madagascar",2017,"","Nosy Be","Three_Brothers","Fore reef","Post","Madagascar_Nosy Be_Three_Brothers",4.24,40.25
"Madagascar",2017,"","Nosy Be","Turtle_towers","Fore reef","Post","Madagascar_Nosy Be_Turtle_towers",8.5,42.29
"Madagascar",2017,"Northern Madagascar","Nosy Komba","Dragon's_Den","Crest","Post","Madagascar_Nosy Komba_Dragon's_Den",10.89,50.64
"Madagascar",2017,"Northern Madagascar","Nosy Komba","Galaxea","Crest","Post","Madagascar_Nosy Komba_Galaxea",10.37,43.61
"Madagascar",2017,"Northern Madagascar","Nosy Komba","Turtle_Towers","Crest","Post","Madagascar_Nosy Komba_Turtle_Towers",12.35,39.18
"Madagascar",2017,"South West","Andavadoaka","Lost",NA,"Post","Madagascar_Andavadoaka_Lost",57.75,26.25
"Madagascar",2017,"South West","Andavadoaka","Ns_Coco_Beach",NA,"Post","Madagascar_Andavadoaka_Ns_Coco_Beach",24.75,60.125
"Madagascar",2017,"South West","Andavadoaka","Recruitment_North",NA,"Post","Madagascar_Andavadoaka_Recruitment_North",48,24.875
"Mauritius",2013,NA,"Anse La Raie Lagoon","Degraded_Coral_2",NA,"Pre","Mauritius_Anse La Raie Lagoon_Degraded_Coral_2",43.75,1.25
"Mauritius",2013,NA,"Anse La Raie Lagoon","Live_Branching_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Branching_Coral",0.62,35.94
"Mauritius",2013,NA,"Anse La Raie Lagoon","Live_Lettuce_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Lettuce_Coral",3.44,61.88
"Mauritius",2014,NA,"Anse La Raie Lagoon","Degraded_Coral_1",NA,"Pre","Mauritius_Anse La Raie Lagoon_Degraded_Coral_1",1.67,40.62
"Mauritius",2014,NA,"Anse La Raie Lagoon","Live_Branching_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Branching_Coral",0,35.62
"Mauritius",2014,NA,"Anse La Raie Lagoon","Live_Lettuce_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Lettuce_Coral",0.21,59.58
"Mauritius",2015,NA,"Anse La Raie Lagoon","Degraded_Coral_1",NA,"Pre","Mauritius_Anse La Raie Lagoon_Degraded_Coral_1",4.69,44.38
"Mauritius",2015,NA,"Anse La Raie Lagoon","Degraded_Coral_2",NA,"Pre","Mauritius_Anse La Raie Lagoon_Degraded_Coral_2",15,0
"Mauritius",2015,NA,"Anse La Raie Lagoon","Live_Branching_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Branching_Coral",0,43.12
"Mauritius",2015,NA,"Anse La Raie Lagoon","Live_Lettuce_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Lettuce_Coral",0.62,61.56
"Mauritius",2016,NA,"Anse La Raie Lagoon","Degraded_Coral_1",NA,"Pre","Mauritius_Anse La Raie Lagoon_Degraded_Coral_1",8.75,33.12
"Mauritius",2016,NA,"Anse La Raie Lagoon","Degraded_Coral_2",NA,"Pre","Mauritius_Anse La Raie Lagoon_Degraded_Coral_2",41.88,0
"Mauritius",2016,NA,"Anse La Raie Lagoon","Live_Branching_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Branching_Coral",5.62,51.88
"Mauritius",2016,NA,"Anse La Raie Lagoon","Live_Branching_Coral",NA,"Post","Mauritius_Anse La Raie Lagoon_Live_Branching_Coral",0,51.88
"Mauritius",2016,NA,"Anse La Raie Lagoon","Live_Lettuce_Coral",NA,"Pre","Mauritius_Anse La Raie Lagoon_Live_Lettuce_Coral",10,56.25
"Mauritius",2016,NA,"Anse La Raie Lagoon","Live_Lettuce_Coral",NA,"Post","Mauritius_Anse La Raie Lagoon_Live_Lettuce_Coral",0,56.25
"Mauritius",2016,NA,"Anse La Raie Lagoon","Snorkeling_trail",NA,"Pre","Mauritius_Anse La Raie Lagoon_Snorkeling_trail",2.64,38.67
"Mauritius",2017,NA,"Anse La Raie Lagoon","Degraded_Coral_1",NA,"Post","Mauritius_Anse La Raie Lagoon_Degraded_Coral_1",3.12,28.75
"Mauritius",2017,NA,"Anse La Raie Lagoon","Degraded_Coral_2",NA,"Post","Mauritius_Anse La Raie Lagoon_Degraded_Coral_2",30,0
"Mauritius",2017,NA,"Anse La Raie Lagoon","Live_Branching_Coral",NA,"Post","Mauritius_Anse La Raie Lagoon_Live_Branching_Coral",0,40.62
"Mauritius",2017,NA,"Anse La Raie Lagoon","Live_Lettuce_Coral",NA,"Post","Mauritius_Anse La Raie Lagoon_Live_Lettuce_Coral",0,65.62
"Mauritius",2017,NA,"Anse La Raie Lagoon","Snorkeling_trail",NA,"Post","Mauritius_Anse La Raie Lagoon_Snorkeling_trail",2.4,40
"Seychelles",2005,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,2
"Seychelles",2005,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,11
"Seychelles",2005,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",11,12
"Seychelles",2005,NA,"Mahe NW","Bay_Ternay_Lighthouse","G","Pre","Seychelles_Mahe NW_Bay_Ternay_Lighthouse",0,20
"Seychelles",2005,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",1,17
"Seychelles",2005,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0,6
"Seychelles",2005,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0,7
"Seychelles",2005,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",0,20
"Seychelles",2005,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,10
"Seychelles",2005,NA,"Mahe NW","L'ilot_North_Face","G","Pre","Seychelles_Mahe NW_L'ilot_North_Face",0,5
"Seychelles",2005,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",2,13
"Seychelles",2005,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",17,23
"Seychelles",2005,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",0,6
"Seychelles",2005,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0,27
"Seychelles",2005,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",0,14
"Seychelles",2005,NA,"Mahe NW","Therese_South","G","Pre","Seychelles_Mahe NW_Therese_South",5,22
"Seychelles",2005,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",2,8
"Seychelles",2005,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",2,19
"Seychelles",2005,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",0,9
"Seychelles",2005,NA,"Mahe NW","Willie's_Bay_Reef","C","Pre","Seychelles_Mahe NW_Willie's_Bay_Reef",0,8
"Seychelles",2006,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,2.5
"Seychelles",2006,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,9
"Seychelles",2006,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0.5,15
"Seychelles",2006,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",0,21.5
"Seychelles",2006,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0.5,6
"Seychelles",2006,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0,13.5
"Seychelles",2006,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",1,17
"Seychelles",2006,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,5.5
"Seychelles",2006,NA,"Mahe NW","L'ilot_North_Face","G","Pre","Seychelles_Mahe NW_L'ilot_North_Face",0,20
"Seychelles",2006,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",1,11.5
"Seychelles",2006,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",0,20
"Seychelles",2006,NA,"Mahe NW","Ray's_Point","G","Pre","Seychelles_Mahe NW_Ray's_Point",0,15
"Seychelles",2006,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",0,17.5
"Seychelles",2006,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0.5,16
"Seychelles",2006,NA,"Mahe NW","Therese_North_East","C","Pre","Seychelles_Mahe NW_Therese_North_East",0,8
"Seychelles",2006,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",1,28.5
"Seychelles",2006,NA,"Mahe NW","Therese_South","G","Pre","Seychelles_Mahe NW_Therese_South",0,15.5
"Seychelles",2006,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",1,6
"Seychelles",2006,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",0,7
"Seychelles",2006,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",0,12
"Seychelles",2006,NA,"Mahe NW","Willie's_Bay_Reef","C","Pre","Seychelles_Mahe NW_Willie's_Bay_Reef",0,4
"Seychelles",2007,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,11.5
"Seychelles",2007,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,16
"Seychelles",2007,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0,29
"Seychelles",2007,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",0,16
"Seychelles",2007,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0.5,11
"Seychelles",2007,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0.5,22
"Seychelles",2007,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",1,23.5
"Seychelles",2007,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,12.5
"Seychelles",2007,NA,"Mahe NW","L'ilot_North_Face","G","Pre","Seychelles_Mahe NW_L'ilot_North_Face",0,12
"Seychelles",2007,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",0,25
"Seychelles",2007,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",0,35.5
"Seychelles",2007,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",0,13
"Seychelles",2007,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0,14
"Seychelles",2007,NA,"Mahe NW","Therese_North_East","C","Pre","Seychelles_Mahe NW_Therese_North_East",0,17.5
"Seychelles",2007,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",0,42.5
"Seychelles",2007,NA,"Mahe NW","Therese_South","G","Pre","Seychelles_Mahe NW_Therese_South",0,28
"Seychelles",2007,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",0,16.5
"Seychelles",2007,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",0,13
"Seychelles",2007,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",0,22
"Seychelles",2008,NA,"Mahe NW","Anse_Major_Point","G","Pre","Seychelles_Mahe NW_Anse_Major_Point",0,26
"Seychelles",2008,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0.5,12.5
"Seychelles",2008,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,16
"Seychelles",2008,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0,33
"Seychelles",2008,NA,"Mahe NW","Bay_Ternay_Lighthouse","G","Pre","Seychelles_Mahe NW_Bay_Ternay_Lighthouse",0,32
"Seychelles",2008,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",0,28
"Seychelles",2008,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0.5,13.5
"Seychelles",2008,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0.5,30.5
"Seychelles",2008,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",2,32
"Seychelles",2008,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,23.5
"Seychelles",2008,NA,"Mahe NW","L'ilot_North_Face","G","Pre","Seychelles_Mahe NW_L'ilot_North_Face",1,26
"Seychelles",2008,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",1,28
"Seychelles",2008,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",0.5,42.5
"Seychelles",2008,NA,"Mahe NW","Ray's_Point","G","Pre","Seychelles_Mahe NW_Ray's_Point",0,36
"Seychelles",2008,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",1,21
"Seychelles",2008,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0.5,17.5
"Seychelles",2008,NA,"Mahe NW","Therese_North_East","C","Pre","Seychelles_Mahe NW_Therese_North_East",0,30
"Seychelles",2008,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",0,37.5
"Seychelles",2008,NA,"Mahe NW","Therese_South","G","Pre","Seychelles_Mahe NW_Therese_South",1,28
"Seychelles",2008,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",0,20
"Seychelles",2008,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",0,19.5
"Seychelles",2008,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",0,34
"Seychelles",2009,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,9
"Seychelles",2009,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0,34
"Seychelles",2009,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",3,23
"Seychelles",2009,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0,12
"Seychelles",2009,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0,14
"Seychelles",2009,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",0,21
"Seychelles",2009,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,13
"Seychelles",2009,NA,"Mahe NW","L'ilot_North_Face","G","Pre","Seychelles_Mahe NW_L'ilot_North_Face",1,21
"Seychelles",2009,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",2,19
"Seychelles",2009,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",1,37
"Seychelles",2009,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",0,17
"Seychelles",2009,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0,13
"Seychelles",2009,NA,"Mahe NW","Therese_North_East","C","Pre","Seychelles_Mahe NW_Therese_North_East",0,31
"Seychelles",2009,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",0,29
"Seychelles",2009,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",0,15
"Seychelles",2009,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",0,29
"Seychelles",2009,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",2,25
"Seychelles",2010,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,27
"Seychelles",2010,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,25
"Seychelles",2010,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0,30
"Seychelles",2010,NA,"Mahe NW","Bay_Ternay_Lighthouse","G","Pre","Seychelles_Mahe NW_Bay_Ternay_Lighthouse",0,39
"Seychelles",2010,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",0,35
"Seychelles",2010,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0,22
"Seychelles",2010,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0,39
"Seychelles",2010,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",0,35
"Seychelles",2010,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,15
"Seychelles",2010,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",0,43
"Seychelles",2010,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",0,47
"Seychelles",2010,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",0,39
"Seychelles",2010,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0,20
"Seychelles",2010,NA,"Mahe NW","Therese_North_East","C","Pre","Seychelles_Mahe NW_Therese_North_East",0,59
"Seychelles",2010,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",1,48
"Seychelles",2010,NA,"Mahe NW","Therese_South","G","Pre","Seychelles_Mahe NW_Therese_South",0,47
"Seychelles",2010,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",0,33
"Seychelles",2010,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",0,19
"Seychelles",2010,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",0,28
"Seychelles",2011,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,21
"Seychelles",2011,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,27
"Seychelles",2011,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0,43
"Seychelles",2011,NA,"Mahe NW","Bay_Ternay_Lighthouse","G","Pre","Seychelles_Mahe NW_Bay_Ternay_Lighthouse",0,38
"Seychelles",2011,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",0,29
"Seychelles",2011,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0,29
"Seychelles",2011,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0,22
"Seychelles",2011,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",0,37
"Seychelles",2011,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,37
"Seychelles",2011,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",0,40
"Seychelles",2011,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",0,54
"Seychelles",2011,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",0,35
"Seychelles",2011,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0,26
"Seychelles",2011,NA,"Mahe NW","Therese_North_East","C","Pre","Seychelles_Mahe NW_Therese_North_East",0,43
"Seychelles",2011,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",0,39
"Seychelles",2011,NA,"Mahe NW","Therese_South","G","Pre","Seychelles_Mahe NW_Therese_South",0,38
"Seychelles",2011,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",0,44
"Seychelles",2011,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",0,30
"Seychelles",2011,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",0,21
"Seychelles",2012,NA,"Mahe NW","Anse_Major_Point","G","Pre","Seychelles_Mahe NW_Anse_Major_Point",0,37
"Seychelles",2012,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,32
"Seychelles",2012,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,37
"Seychelles",2012,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0,49
"Seychelles",2012,NA,"Mahe NW","Bay_Ternay_Lighthouse","G","Pre","Seychelles_Mahe NW_Bay_Ternay_Lighthouse",0,38
"Seychelles",2012,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",0,38
"Seychelles",2012,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0,37
"Seychelles",2012,NA,"Mahe NW","Conception_Central_East_Face","C","Pre","Seychelles_Mahe NW_Conception_Central_East_Face",0,37
"Seychelles",2012,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",1,39
"Seychelles",2012,NA,"Mahe NW","L'ilot_North_Face","G","Pre","Seychelles_Mahe NW_L'ilot_North_Face",0,34
"Seychelles",2012,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",0,34
"Seychelles",2012,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",0,49
"Seychelles",2012,NA,"Mahe NW","Ray's_Point","G","Pre","Seychelles_Mahe NW_Ray's_Point",0,29
"Seychelles",2012,NA,"Mahe NW","Secret_Beach_Reef","C","Pre","Seychelles_Mahe NW_Secret_Beach_Reef",0,30
"Seychelles",2012,NA,"Mahe NW","Site_X","G","Pre","Seychelles_Mahe NW_Site_X",0,49
"Seychelles",2012,NA,"Mahe NW","Site_Y","G","Pre","Seychelles_Mahe NW_Site_Y",0,34
"Seychelles",2012,NA,"Mahe NW","Therese_North_East","C","Pre","Seychelles_Mahe NW_Therese_North_East",0,57
"Seychelles",2012,NA,"Mahe NW","Therese_North_End","G","Pre","Seychelles_Mahe NW_Therese_North_End",0,47
"Seychelles",2012,NA,"Mahe NW","Therese_South","G","Pre","Seychelles_Mahe NW_Therese_South",0,34
"Seychelles",2012,NA,"Mahe NW","Whale_Rock","G","Pre","Seychelles_Mahe NW_Whale_Rock",0,30
"Seychelles",2012,NA,"Mahe NW","White_Villa_Reef","C","Pre","Seychelles_Mahe NW_White_Villa_Reef",0,29
"Seychelles",2012,NA,"Mahe NW","Willie's_Bay_Point","G","Pre","Seychelles_Mahe NW_Willie's_Bay_Point",0,31
"Seychelles",2013,NA,"Mahe NW","Anse_Major_Point","G","Pre","Seychelles_Mahe NW_Anse_Major_Point",0,29
"Seychelles",2013,NA,"Mahe NW","Anse_Major_Reef","C","Pre","Seychelles_Mahe NW_Anse_Major_Reef",0,18
"Seychelles",2013,NA,"Mahe NW","Auberge_Reef","C","Pre","Seychelles_Mahe NW_Auberge_Reef",0,30
"Seychelles",2013,NA,"Mahe NW","Bay_Ternay_Centre","C","Pre","Seychelles_Mahe NW_Bay_Ternay_Centre",0,64
"Seychelles",2013,NA,"Mahe NW","Bay_Ternay_Lighthouse","G","Pre","Seychelles_Mahe NW_Bay_Ternay_Lighthouse",0,50
"Seychelles",2013,NA,"Mahe NW","Bay_Ternay_North_East","G","Pre","Seychelles_Mahe NW_Bay_Ternay_North_East",0,35
"Seychelles",2013,NA,"Mahe NW","Bay_Ternay_North_West","C","Pre","Seychelles_Mahe NW_Bay_Ternay_North_West",0,29
"Seychelles",2013,NA,"Mahe NW","Conception_North_Point","G","Pre","Seychelles_Mahe NW_Conception_North_Point",0,44
"Seychelles",2013,NA,"Mahe NW","Corsaire_Reef","C","Pre","Seychelles_Mahe NW_Corsaire_Reef",0,38
"Seychelles",2013,NA,"Mahe NW","L'ilot_North_Face","G","Pre","Seychelles_Mahe NW_L'ilot_North_Face",0,35
"Seychelles",2013,NA,"Mahe NW","Port_Launay_South_Reef","C","Pre","Seychelles_Mahe NW_Port_Launay_South_Reef",0,42
"Seychelles",2013,NA,"Mahe NW","Port_Launay_West_Rocks","G","Pre","Seychelles_Mahe NW_Port_Launay_West_Rocks",0,48
