"Country","Year","Sector","Site","Station","benthic_name","benthic_code","mean_cover","sd","number_replicates","Reef.zone","level","level1_code","level2_code","Latitude","Longitude","Organization","Period","Source","X","benthic_name2"
"Madagascar",2005,NA,NA,"007_North","Algae-macro/fleshy","AMAC","4.72",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2005,NA,NA,"007_North","Algae-turf","ATRF","27.12",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2005,NA,NA,"007_North","Coral","HC","39.68",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2006,NA,NA,"007_North","Algae-macro/fleshy","AMAC","2.666666667",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2006,NA,NA,"007_North","Algae-turf","ATRF","24",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2006,NA,NA,"007_North","Coral","HC","44.4",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2007,NA,NA,"007_North","Algae-macro/fleshy","AMAC","3.714285714",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2007,NA,NA,"007_North","Algae-turf","ATRF","10.85714286",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2007,NA,NA,"007_North","Coral","HC","58.57142857",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2008,NA,NA,"007_North","Algae-macro/fleshy","AMAC","5.333333333",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2008,NA,NA,"007_North","Algae-turf","ATRF","29.88888889",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2008,NA,NA,"007_North","Coral","HC","48.44444444",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2009,NA,NA,"007_North","Algae-macro/fleshy","AMAC","13.2",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2009,NA,NA,"007_North","Algae-turf","ATRF","4.8",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2009,NA,NA,"007_North","Coral","HC","59.6",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2010,NA,NA,"007_North","Algae-macro/fleshy","AMAC","2.142857143",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2010,NA,NA,"007_North","Algae-turf","ATRF","17.14285714",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2010,NA,NA,"007_North","Coral","HC","67",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2011,NA,NA,"007_North","Algae-macro/fleshy","AMAC","10.16666667",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2011,NA,NA,"007_North","Algae-turf","ATRF","10.33333333",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2011,NA,NA,"007_North","Coral","HC","56",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2012,NA,NA,"007_North","Algae-macro/fleshy","AMAC","3.6",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2012,NA,NA,"007_North","Algae-turf","ATRF","7",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2012,NA,NA,"007_North","Coral","HC","52.4",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2013,NA,NA,"007_North","Algae-macro/fleshy","AMAC","4.571428571",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2013,NA,NA,"007_North","Algae-turf","ATRF","27.42857143",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2013,NA,NA,"007_North","Coral","HC","55.71428571",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2014,NA,NA,"007_North","Algae-macro/fleshy","AMAC","6.923076923",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2014,NA,NA,"007_North","Algae-turf","ATRF","52",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2014,NA,NA,"007_North","Coral","HC","14.15384615",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2015,NA,NA,"007_North","Algae-macro/fleshy","AMAC","27",NA,NA,NA,1,"AMAC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2015,NA,NA,"007_North","Algae-turf","ATRF","33.2",NA,NA,NA,1,"ATRF",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2015,NA,NA,"007_North","Coral","HC","19",NA,NA,NA,1,"HC",NA,-22.12369831,43.1969756,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2005,NA,NA,"007_South","Algae-macro/fleshy","AMAC","3.1",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2005,NA,NA,"007_South","Algae-turf","ATRF","18.3",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2005,NA,NA,"007_South","Coral","HC","63",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2006,NA,NA,"007_South","Algae-macro/fleshy","AMAC","0.551724138",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2006,NA,NA,"007_South","Algae-turf","ATRF","19.5862069",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2006,NA,NA,"007_South","Coral","HC","64.62068966",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2007,NA,NA,"007_South","Algae-macro/fleshy","AMAC","1.8",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2007,NA,NA,"007_South","Algae-turf","ATRF","21.2",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2007,NA,NA,"007_South","Coral","HC","57",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2008,NA,NA,"007_South","Algae-macro/fleshy","AMAC","0",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2008,NA,NA,"007_South","Algae-turf","ATRF","26.33333333",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2008,NA,NA,"007_South","Coral","HC","66",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2009,NA,NA,"007_South","Algae-macro/fleshy","AMAC","2",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2009,NA,NA,"007_South","Algae-turf","ATRF","15.77777778",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2009,NA,NA,"007_South","Coral","HC","57.33333333",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2010,NA,NA,"007_South","Algae-macro/fleshy","AMAC","5.368421053",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2010,NA,NA,"007_South","Algae-turf","ATRF","11.89473684",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2010,NA,NA,"007_South","Coral","HC","72.94736842",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2011,NA,NA,"007_South","Algae-macro/fleshy","AMAC","2.260869565",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2011,NA,NA,"007_South","Algae-turf","ATRF","12.95652174",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2011,NA,NA,"007_South","Coral","HC","73.30434783",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2012,NA,NA,"007_South","Algae-macro/fleshy","AMAC","1",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2012,NA,NA,"007_South","Algae-turf","ATRF","16.22222222",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2012,NA,NA,"007_South","Coral","HC","67",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2013,NA,NA,"007_South","Algae-macro/fleshy","AMAC","0",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2013,NA,NA,"007_South","Algae-turf","ATRF","56.5",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2013,NA,NA,"007_South","Coral","HC","14.75",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2014,NA,NA,"007_South","Algae-macro/fleshy","AMAC","10.4",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2014,NA,NA,"007_South","Algae-turf","ATRF","45.8",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2014,NA,NA,"007_South","Coral","HC","13.8",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2015,NA,NA,"007_South","Algae-macro/fleshy","AMAC","11.2",NA,NA,NA,1,"AMAC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2015,NA,NA,"007_South","Algae-turf","ATRF","38.4",NA,NA,NA,1,"ATRF",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Madagascar",2015,NA,NA,"007_South","Coral","HC","20.4",NA,NA,NA,1,"HC",NA,-22.123698,43.196976,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A1","Algae-macro/fleshy","AMAC","31",NA,NA,"C",1,"AMAC",NA,-7.021566667,52.71678333,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A1","Coral","HC","7",NA,NA,"C",1,"HC",NA,-7.021566667,52.71678333,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A10","Algae-macro/fleshy","AMAC","71",NA,NA,"C",1,"AMAC",NA,-7.013966667,52.73213333,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A10","Coral","HC","15",NA,NA,"C",1,"HC",NA,-7.013966667,52.73213333,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A11","Algae-macro/fleshy","AMAC","10",NA,NA,"C",1,"AMAC",NA,-7.032472222,52.73905556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A11","Coral","HC","76",NA,NA,"C",1,"HC",NA,-7.032472222,52.73905556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A12","Algae-macro/fleshy","AMAC","19",NA,NA,"C",1,"AMAC",NA,-7.029888889,52.74233333,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A12","Coral","HC","77",NA,NA,"C",1,"HC",NA,-7.029888889,52.74233333,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A13","Algae-macro/fleshy","AMAC","17",NA,NA,"C",1,"AMAC",NA,-7.021611111,52.74736111,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A13","Coral","HC","78",NA,NA,"C",1,"HC",NA,-7.021611111,52.74736111,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A14","Algae-macro/fleshy","AMAC","22",NA,NA,"C",1,"AMAC",NA,-7.0135,52.74488889,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A14","Coral","HC","72",NA,NA,"C",1,"HC",NA,-7.0135,52.74488889,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A15","Algae-macro/fleshy","AMAC","13",NA,NA,"C",1,"AMAC",NA,-7.013361111,52.74194444,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A15","Coral","HC","86",NA,NA,"C",1,"HC",NA,-7.013361111,52.74194444,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A16","Algae-macro/fleshy","AMAC","20",NA,NA,"C",1,"AMAC",NA,-7.009638889,52.73161111,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A16","Coral","HC","66",NA,NA,"C",1,"HC",NA,-7.009638889,52.73161111,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A17","Algae-macro/fleshy","AMAC","5",NA,NA,"C",1,"AMAC",NA,-7.012055556,52.72911111,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A17","Coral","HC","73",NA,NA,"C",1,"HC",NA,-7.012055556,52.72911111,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A18","Algae-macro/fleshy","AMAC","1",NA,NA,"C",1,"AMAC",NA,-7.015777778,52.73091667,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A18","Coral","HC","55",NA,NA,"C",1,"HC",NA,-7.015777778,52.73091667,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A19","Algae-macro/fleshy","AMAC","15",NA,NA,"C",1,"AMAC",NA,-7.015777778,52.73091667,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A19","Coral","HC","76",NA,NA,"C",1,"HC",NA,-7.015777778,52.73091667,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A2","Algae-macro/fleshy","AMAC","81",NA,NA,"C",1,"AMAC",NA,-7.012833333,52.73230556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A2","Coral","HC","4",NA,NA,"C",1,"HC",NA,-7.012833333,52.73230556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A20","Algae-macro/fleshy","AMAC",NA,NA,NA,"C",1,"AMAC",NA,-7.012833333,52.73230556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A20","Coral","HC","71",NA,NA,"C",1,"HC",NA,-7.012833333,52.73230556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A3","Algae-macro/fleshy","AMAC","72",NA,NA,"C",1,"AMAC",NA,-7.012833333,52.73230556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A3","Coral","HC","22",NA,NA,"C",1,"HC",NA,-7.012833333,52.73230556,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A4","Algae-macro/fleshy","AMAC",NA,NA,NA,"C",1,"AMAC",NA,-6.998016667,52.7351,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A4","Coral","HC","46",NA,NA,"C",1,"HC",NA,-6.998016667,52.7351,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A5","Algae-macro/fleshy","AMAC","64",NA,NA,"C",1,"AMAC",NA,-7.010533333,52.76151667,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A5","Coral","HC","34",NA,NA,"C",1,"HC",NA,-7.010533333,52.76151667,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A6","Algae-macro/fleshy","AMAC","70",NA,NA,"C",1,"AMAC",NA,-7.04155,52.75145,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A6","Coral","HC","10",NA,NA,"C",1,"HC",NA,-7.04155,52.75145,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A7","Algae-macro/fleshy","AMAC",NA,NA,NA,"C",1,"AMAC",NA,-6.59482,52.43027,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A7","Coral","HC","57",NA,NA,"C",1,"HC",NA,-6.59482,52.43027,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A8","Algae-macro/fleshy","AMAC","36",NA,NA,"C",1,"AMAC",NA,-7.040333333,52.7283,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A8","Coral","HC","19",NA,NA,"C",1,"HC",NA,-7.040333333,52.7283,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A9","Algae-macro/fleshy","AMAC",NA,NA,NA,"C",1,"AMAC",NA,-7.014616667,52.7343,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2009,NA,"Alphonse ","A9","Coral","HC","61",NA,NA,"C",1,"HC",NA,-7.014616667,52.7343,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2013,NA,"African Banks","African_Bank_E_Reef","Algae-macro/fleshy","AMAC","5",NA,NA,"C",1,"AMAC",NA,-4.88208,53.39165,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2013,NA,"African Banks","African_Bank_E_Reef","Coral","HC","10",NA,NA,"C",1,"HC",NA,-4.88208,53.39165,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2013,NA,"African Banks","African_Bank_N_Reef","Algae-macro/fleshy","AMAC","1",NA,NA,"C",1,"AMAC",NA,-4.88208,53.31193,NA,"Pre","GCRMN 2015",NA,NA
"Seychelles",2013,NA,"African Banks","African_Bank_N_Reef","Coral","HC","8",NA,NA,"C",1,"HC",NA,-4.88208,53.31193,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2002,NA,NA,"Albion","Coral","HC","35",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2003,NA,NA,"Albion","Coral","HC","30",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2004,NA,NA,"Albion","Coral","HC","30",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2005,NA,NA,"Albion","Coral","HC","27",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2006,NA,NA,"Albion","Coral","HC","20",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2007,NA,NA,"Albion","Coral","HC","20",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2008,NA,NA,"Albion","Coral","HC","20",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2009,NA,NA,"Albion","Coral","HC","18",NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2010,NA,NA,"Albion","Coral","HC",NA,NA,"3","fore reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2002,NA,NA,"Albion","Coral","HC","53",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2003,NA,NA,"Albion","Coral","HC","54",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2004,NA,NA,"Albion","Coral","HC","22",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2005,NA,NA,"Albion","Coral","HC","19",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2006,NA,NA,"Albion","Coral","HC","12",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2007,NA,NA,"Albion","Coral","HC","1",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2008,NA,NA,"Albion","Coral","HC","1",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2009,NA,NA,"Albion","Coral","HC","1",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2010,NA,NA,"Albion","Coral","HC","9",NA,"3","back reef",1,"HC",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2002,NA,NA,"Albion","Algae","ALG","12",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2003,NA,NA,"Albion","Algae","ALG","0",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2004,NA,NA,"Albion","Algae","ALG","4",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2005,NA,NA,"Albion","Algae","ALG","2",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2006,NA,NA,"Albion","Algae","ALG","10",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2007,NA,NA,"Albion","Algae","ALG","2",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2008,NA,NA,"Albion","Algae","ALG","17",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2009,NA,NA,"Albion","Algae","ALG","0.5",NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2010,NA,NA,"Albion","Algae","ALG",NA,NA,NA,"fore reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2002,NA,NA,"Albion","Algae","ALG","18",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2003,NA,NA,"Albion","Algae","ALG","6",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2004,NA,NA,"Albion","Algae","ALG","36",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2005,NA,NA,"Albion","Algae","ALG","22",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2006,NA,NA,"Albion","Algae","ALG","13",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2007,NA,NA,"Albion","Algae","ALG","40",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2008,NA,NA,"Albion","Algae","ALG","2",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2009,NA,NA,"Albion","Algae","ALG","14",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2010,NA,NA,"Albion","Algae","ALG","4",NA,NA,"back reef",1,"ALG",NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2002,NA,NA,"Albion","Abiotic","ABI","51",NA,NA,"fore reef",0,NA,NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2003,NA,NA,"Albion","Abiotic","ABI","67",NA,NA,"fore reef",0,NA,NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2004,NA,NA,"Albion","Abiotic","ABI","64",NA,NA,"fore reef",0,NA,NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2005,NA,NA,"Albion","Abiotic","ABI","68",NA,NA,"fore reef",0,NA,NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2006,NA,NA,"Albion","Abiotic","ABI","66",NA,NA,"fore reef",0,NA,NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2007,NA,NA,"Albion","Abiotic","ABI","74",NA,NA,"fore reef",0,NA,NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
"Mauritius",2008,NA,NA,"Albion","Abiotic","ABI","59",NA,NA,"fore reef",0,NA,NA,-20.203833,57.401722,NA,"Pre","GCRMN 2015",NA,NA
